,censusTract,Year,City,CommunityName,Detailed_Name,SPA,SD,CD,SSD,AD,DemogSurveySample,YouthCountSample,totStreetSingAdult,totStreetFamHH,totStreetFamMemb,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,totYouthIndiv,totYouthUnaccKid,totYouthFamHH,totYouthFamMemb,totEsAdultSingAdult,totESAdultFamHH,totEsAdultFamMemb,totEsYouthSingYouth,totESYouthFamHH,totEsYouthFamMemb,totEsYouthUnaccYouth,totThAdultSingAdult,totTHAdultFamHH,totThAdultFamMemb,totThYouthSingYouth,totTHYouthFamHH,totThYouthFamMemb,totThYouthUnaccYouth,totShAdultSingAdult,totSHAdultFamHH,totShAdultFamMemb,totShYouthSingYouth,totSHYouthFamHH,totShYouthFamMemb,totShYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople,ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
1391,603802,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,29,94066.0,6.0,81.0,603802.0,6081603802.0,5056.0,1967.0,2596255.0,2596255.0,41130.0,15360.0,15885106.0,15885106.0,5056.0,1967.0,2596255.0,2596255.0,12.29,12.81,16.34,16.34,100.0,100.0,100.0,100.0
1392,603900,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,Yes,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,90250.0,6.0,37.0,603900.0,6037603900.0,214.0,88.0,50969.0,50969.0,93193.0,32600.0,17375880.0,17340185.0,7527.0,2446.0,1496392.0,1496392.0,0.23,0.27,0.29,0.29,2.84,3.6,3.41,3.41
1393,603900,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,Yes,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,90260.0,6.0,37.0,603900.0,6037603900.0,7313.0,2358.0,1445423.0,1445423.0,34924.0,10879.0,6990335.0,6941367.0,7527.0,2446.0,1496392.0,1496392.0,20.94,21.67,20.68,20.82,97.16,96.4,96.59,96.59
1394,603900,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,Yes,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,94030.0,6.0,81.0,603900.0,6081603900.0,5.0,2.0,136601.0,136601.0,21536.0,8374.0,8801446.0,8771378.0,5284.0,2172.0,1999525.0,1999525.0,0.02,0.02,1.55,1.56,0.09,0.09,6.83,6.83
1395,603900,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,Yes,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,94066.0,6.0,81.0,603900.0,6081603900.0,5279.0,2170.0,1862924.0,1862924.0,41130.0,15360.0,15885106.0,15885106.0,5284.0,2172.0,1999525.0,1999525.0,12.83,14.13,11.73,11.73,99.91,99.91,93.17,93.17
1396,604001,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90260.0,6.0,37.0,604001.0,6037604001.0,4470.0,1330.0,659023.0,659023.0,34924.0,10879.0,6990335.0,6941367.0,4470.0,1330.0,659023.0,659023.0,12.8,12.23,9.43,9.49,100.0,100.0,100.0,100.0
1397,604002,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,No,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,90260.0,6.0,37.0,604002.0,6037604002.0,5078.0,1635.0,650673.0,650673.0,34924.0,10879.0,6990335.0,6941367.0,5078.0,1635.0,650673.0,650673.0,14.54,15.03,9.31,9.37,100.0,100.0,100.0,100.0
1398,604100,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90260.0,6.0,37.0,604100.0,6037604100.0,7058.0,2097.0,1017017.0,1017017.0,34924.0,10879.0,6990335.0,6941367.0,7058.0,2097.0,1018893.0,1018893.0,20.21,19.28,14.55,14.65,100.0,100.0,99.82,99.82
1399,604100,2016,Lawndale,Lawndale,Lawndale,8,2,0,35,62,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90504.0,6.0,37.0,604100.0,6037604100.0,0.0,0.0,1876.0,1876.0,32102.0,11986.0,11571976.0,11527566.0,7058.0,2097.0,1018893.0,1018893.0,0.0,0.0,0.02,0.02,0.0,0.0,0.18,0.18
1400,601501,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,16,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,90304.0,6.0,37.0,601501.0,6037601501.0,3890.0,1086.0,473134.0,473134.0,28210.0,6946.0,4057527.0,4057527.0,3890.0,1086.0,473134.0,473134.0,13.79,15.63,11.66,11.66,100.0,100.0,100.0,100.0
1401,601501,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,16,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,94015.0,6.0,81.0,601501.0,6081601501.0,5063.0,1363.0,724699.0,724699.0,60927.0,20678.0,14921282.0,14921282.0,5063.0,1363.0,724699.0,724699.0,8.31,6.59,4.86,4.86,100.0,100.0,100.0,100.0
1402,601502,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,8,0,0,5,1,4,0,0,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,90304.0,6.0,37.0,601502.0,6037601502.0,3963.0,903.0,490792.0,490792.0,28210.0,6946.0,4057527.0,4057527.0,3963.0,903.0,490792.0,490792.0,14.05,13.0,12.1,12.1,100.0,100.0,100.0,100.0
1403,601502,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,8,0,0,5,1,4,0,0,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,94015.0,6.0,81.0,601502.0,6081601502.0,5125.0,1773.0,807182.0,807182.0,60927.0,20678.0,14921282.0,14921282.0,5125.0,1773.0,807182.0,807182.0,8.41,8.57,5.41,5.41,100.0,100.0,100.0,100.0
1404,601600,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,2,0,0,4,1,3,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,90304.0,6.0,37.0,601600.0,6037601600.0,4375.0,1084.0,912398.0,912398.0,28210.0,6946.0,4057527.0,4057527.0,4375.0,1084.0,912398.0,912398.0,15.51,15.61,22.49,22.49,100.0,100.0,100.0,100.0
1405,601700,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,18,0,0,6,2,1,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,90303.0,6.0,37.0,601700.0,6037601700.0,606.0,173.0,137985.0,137985.0,26176.0,7646.0,5792330.0,5745894.0,5646.0,1352.0,780528.0,780528.0,2.32,2.26,2.38,2.4,10.73,12.8,17.68,17.68
1406,601700,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,18,0,0,6,2,1,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,90304.0,6.0,37.0,601700.0,6037601700.0,5040.0,1179.0,642543.0,642543.0,28210.0,6946.0,4057527.0,4057527.0,5646.0,1352.0,780528.0,780528.0,17.87,16.97,15.84,15.84,89.27,87.2,82.32,82.32
1407,601700,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,18,0,0,6,2,1,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,94080.0,6.0,81.0,601700.0,6081601700.0,4286.0,1346.0,1168624.0,1168624.0,63975.0,21946.0,26906418.0,26623587.0,4286.0,1346.0,1168624.0,1168624.0,6.7,6.13,4.34,4.39,100.0,100.0,100.0,100.0
1408,601802,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,31,0,0,2,4,3,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,90303.0,6.0,37.0,601802.0,6037601802.0,35.0,9.0,23283.0,23283.0,26176.0,7646.0,5792330.0,5745894.0,4658.0,1044.0,484102.0,484102.0,0.13,0.12,0.4,0.41,0.75,0.86,4.81,4.81
1409,601802,2016,Lennox,Lennox,Lennox,8,2,0,35,62,No,No,31,0,0,2,4,3,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,90304.0,6.0,37.0,601802.0,6037601802.0,4623.0,1035.0,460819.0,460819.0,28210.0,6946.0,4057527.0,4057527.0,4658.0,1044.0,484102.0,484102.0,16.39,14.9,11.36,11.36,99.25,99.14,95.19,95.19
1410,199000,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,No,No,4,0,0,1,7,3,0,14,2,12,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,90031.0,6.0,37.0,199000.0,6037199000.0,3997.0,1403.0,1292076.0,1232402.0,39316.0,11903.0,9148978.0,8945994.0,5066.0,1701.0,1560631.0,1500957.0,10.17,11.79,14.12,13.78,78.9,82.48,82.79,82.11
1411,199000,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,No,No,4,0,0,1,7,3,0,14,2,12,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,90065.0,6.0,37.0,199000.0,6037199000.0,1069.0,298.0,268555.0,268555.0,45527.0,15288.0,13674178.0,13671567.0,5066.0,1701.0,1560631.0,1500957.0,2.35,1.95,1.96,1.96,21.1,17.52,17.21,17.89
1412,199120,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,Yes,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90031.0,6.0,37.0,199120.0,6037199120.0,4086.0,1094.0,857765.0,839019.0,39316.0,11903.0,9148978.0,8945994.0,4086.0,1094.0,961865.0,943119.0,10.39,9.19,9.38,9.38,100.0,100.0,89.18,88.96
1413,199120,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,Yes,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90032.0,6.0,37.0,199120.0,6037199120.0,0.0,0.0,104100.0,104100.0,45786.0,13521.0,12375736.0,12347050.0,4086.0,1094.0,961865.0,943119.0,0.0,0.0,0.84,0.84,0.0,0.0,10.82,11.04
1414,199201,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90031.0,6.0,37.0,199201.0,6037199201.0,4089.0,1183.0,395192.0,395192.0,39316.0,11903.0,9148978.0,8945994.0,4089.0,1183.0,395192.0,395192.0,10.4,9.94,4.32,4.42,100.0,100.0,100.0,100.0
1415,199202,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90031.0,6.0,37.0,199202.0,6037199202.0,2961.0,879.0,930913.0,930913.0,39316.0,11903.0,9148978.0,8945994.0,3031.0,905.0,954105.0,954105.0,7.53,7.38,10.18,10.41,97.69,97.13,97.57,97.57
1416,199202,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90032.0,6.0,37.0,199202.0,6037199202.0,70.0,26.0,23192.0,23192.0,45786.0,13521.0,12375736.0,12347050.0,3031.0,905.0,954105.0,954105.0,0.15,0.19,0.19,0.19,2.31,2.87,2.43,2.43
1417,199700,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,Yes,No,6,0,0,0,0,1,0,9,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,90031.0,6.0,37.0,199700.0,6037199700.0,3411.0,1133.0,970579.0,937115.0,39316.0,11903.0,9148978.0,8945994.0,3411.0,1133.0,970579.0,937115.0,8.68,9.52,10.61,10.48,100.0,100.0,100.0,100.0
1418,199800,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,Yes,No,6,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,90031.0,6.0,37.0,199800.0,6037199800.0,5631.0,1544.0,651259.0,651259.0,39316.0,11903.0,9148978.0,8945994.0,5631.0,1544.0,651259.0,651259.0,14.32,12.97,7.12,7.28,100.0,100.0,100.0,100.0
1419,199900,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,No,No,1,0,0,0,3,3,2,1,0,5,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,90031.0,6.0,37.0,199900.0,6037199900.0,2683.0,813.0,424557.0,424557.0,39316.0,11903.0,9148978.0,8945994.0,2683.0,813.0,443011.0,443011.0,6.82,6.83,4.64,4.75,100.0,100.0,95.83,95.83
1420,199900,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,1,24,51,No,No,1,0,0,0,3,3,2,1,0,5,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,90033.0,6.0,37.0,199900.0,6037199900.0,0.0,0.0,18454.0,18454.0,48852.0,13690.0,8535582.0,8461294.0,2683.0,813.0,443011.0,443011.0,0.0,0.0,0.22,0.22,0.0,0.0,4.17,4.17
1421,203300,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,14,24,51,Yes,Yes,6,0,0,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,90033.0,6.0,37.0,203300.0,6037203300.0,2516.0,479.0,1433732.0,1430880.0,48852.0,13690.0,8535582.0,8461294.0,2607.0,479.0,1491810.0,1488958.0,5.15,3.5,16.8,16.91,96.51,100.0,96.11,96.1
1422,203300,2016,Los Angeles,Lincoln Heights,Lincoln Heights NC,4,1,14,24,51,Yes,Yes,6,0,0,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,90089.0,6.0,37.0,203300.0,6037203300.0,91.0,0.0,58078.0,58078.0,3217.0,31.0,742759.0,742759.0,2607.0,479.0,1491810.0,1488958.0,2.83,0.0,7.82,7.82,3.49,0.0,3.89,3.9
1423,670001,2016,Lomita,Lomita,Lomita,8,4,0,26,66,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90501.0,6.0,37.0,670001.0,6037670001.0,61.0,21.0,20583.0,20583.0,43180.0,15364.0,14667670.0,14565670.0,3311.0,1334.0,939600.0,939600.0,0.14,0.14,0.14,0.14,1.84,1.57,2.19,2.19
1424,670001,2016,Lomita,Lomita,Lomita,8,4,0,26,66,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90717.0,6.0,37.0,670001.0,6037670001.0,3250.0,1313.0,919017.0,919017.0,21318.0,8887.0,5128003.0,5128003.0,3311.0,1334.0,939600.0,939600.0,15.25,14.77,17.92,17.92,98.16,98.43,97.81,97.81
1425,670002,2016,Lomita,Lomita,Lomita,8,4,0,26,66,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90717.0,6.0,37.0,670002.0,6037670002.0,4001.0,1522.0,866930.0,866930.0,21318.0,8887.0,5128003.0,5128003.0,4001.0,1522.0,866930.0,866930.0,18.77,17.13,16.91,16.91,100.0,100.0,100.0,100.0
1426,670003,2016,Lomita,Lomita,Lomita,8,4,0,26,66,Yes,No,8,0,0,0,1,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,14,27,90717.0,6.0,37.0,670003.0,6037670003.0,5788.0,2475.0,1493423.0,1493423.0,21318.0,8887.0,5128003.0,5128003.0,5788.0,2475.0,1493423.0,1493423.0,27.15,27.85,29.12,29.12,100.0,100.0,100.0,100.0
1427,670100,2016,Lomita,Lomita,Lomita,8,4,0,26,66,Yes,No,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90710.0,6.0,37.0,670100.0,6037670100.0,59.0,24.0,20227.0,20227.0,25457.0,9061.0,6108785.0,6106901.0,6659.0,2875.0,1450460.0,1450460.0,0.23,0.26,0.33,0.33,0.89,0.83,1.39,1.39
1428,670100,2016,Lomita,Lomita,Lomita,8,4,0,26,66,Yes,No,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90717.0,6.0,37.0,670100.0,6037670100.0,6600.0,2851.0,1430233.0,1430233.0,21318.0,8887.0,5128003.0,5128003.0,6659.0,2875.0,1450460.0,1450460.0,30.96,32.08,27.89,27.89,99.11,99.17,98.61,98.61
1429,188201,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,Yes,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90027.0,6.0,37.0,188201.0,6037188201.0,2420.0,1465.0,537238.0,514161.0,45151.0,23390.0,21671926.0,21402832.0,3270.0,1999.0,776368.0,753291.0,5.36,6.26,2.48,2.4,74.01,73.29,69.2,68.26
1430,188201,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,Yes,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90039.0,6.0,37.0,188201.0,6037188201.0,850.0,534.0,239130.0,239130.0,28514.0,12127.0,10278733.0,9764431.0,3270.0,1999.0,776368.0,753291.0,2.98,4.4,2.33,2.45,25.99,26.71,30.8,31.74
1431,188202,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90027.0,6.0,37.0,188202.0,6037188202.0,2347.0,1271.0,758731.0,758731.0,45151.0,23390.0,21671926.0,21402832.0,2347.0,1271.0,758731.0,758731.0,5.2,5.43,3.5,3.55,100.0,100.0,100.0,100.0
1432,189101,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,No,14,0,0,2,0,2,0,2,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,90027.0,6.0,37.0,189101.0,6037189101.0,2743.0,1485.0,395232.0,395232.0,45151.0,23390.0,21671926.0,21402832.0,2743.0,1485.0,395232.0,395232.0,6.08,6.35,1.82,1.85,100.0,100.0,100.0,100.0
1433,189102,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90027.0,6.0,37.0,189102.0,6037189102.0,3096.0,2037.0,624381.0,624381.0,45151.0,23390.0,21671926.0,21402832.0,3096.0,2037.0,624381.0,624381.0,6.86,8.71,2.88,2.92,100.0,100.0,100.0,100.0
1434,189201,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,No,5,0,0,3,1,1,0,2,5,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,90027.0,6.0,37.0,189201.0,6037189201.0,3293.0,2081.0,325702.0,325702.0,45151.0,23390.0,21671926.0,21402832.0,3293.0,2081.0,325702.0,325702.0,7.29,8.9,1.5,1.52,100.0,100.0,100.0,100.0
1435,189202,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,No,Yes,0,0,0,0,0,1,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90027.0,6.0,37.0,189202.0,6037189202.0,2718.0,1355.0,1032930.0,1032930.0,45151.0,23390.0,21671926.0,21402832.0,2718.0,1355.0,1032930.0,1032930.0,6.02,5.79,4.77,4.83,100.0,100.0,100.0,100.0
1436,190401,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,13,24,43,No,No,7,0,0,0,0,0,3,5,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,90027.0,6.0,37.0,190401.0,6037190401.0,3135.0,1823.0,166929.0,166929.0,45151.0,23390.0,21671926.0,21402832.0,3135.0,1823.0,166929.0,166929.0,6.94,7.79,0.77,0.78,100.0,100.0,100.0,100.0
1437,190402,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,13,24,43,No,No,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,90027.0,6.0,37.0,190402.0,6037190402.0,2487.0,1397.0,157146.0,157146.0,45151.0,23390.0,21671926.0,21402832.0,2487.0,1397.0,157146.0,157146.0,5.51,5.97,0.73,0.73,100.0,100.0,100.0,100.0
1438,195201,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,No,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90027.0,6.0,37.0,195201.0,6037195201.0,2834.0,1684.0,600825.0,600825.0,45151.0,23390.0,21671926.0,21402832.0,2834.0,1684.0,600825.0,600825.0,6.28,7.2,2.77,2.81,100.0,100.0,100.0,100.0
1439,195202,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,Yes,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,90027.0,6.0,37.0,195202.0,6037195202.0,3185.0,1526.0,877981.0,877981.0,45151.0,23390.0,21671926.0,21402832.0,3185.0,1526.0,877981.0,877981.0,7.05,6.52,4.05,4.1,100.0,100.0,100.0,100.0
1440,195300,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,No,No,6,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,90027.0,6.0,37.0,195300.0,6037195300.0,3203.0,1613.0,580349.0,580349.0,45151.0,23390.0,21671926.0,21402832.0,3203.0,1613.0,580349.0,580349.0,7.09,6.9,2.68,2.71,100.0,100.0,100.0,100.0
1441,980009,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,Yes,No,15,1,4,5,4,0,4,4,8,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,90027.0,6.0,37.0,980009.0,6037980009.0,10.0,4.0,13538342.0,13292325.0,45151.0,23390.0,21671926.0,21402832.0,14.0,7.0,21269166.0,20912280.0,0.02,0.02,62.47,62.11,71.43,57.14,63.65,63.56
1442,980009,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,Yes,No,15,1,4,5,4,0,4,4,8,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,90068.0,6.0,37.0,980009.0,6037980009.0,4.0,3.0,7730824.0,7619955.0,22286.0,13901.0,20202252.0,19731266.0,14.0,7.0,21269166.0,20912280.0,0.02,0.02,38.27,38.62,28.57,42.86,36.35,36.44
1443,540000,2016,Lynwood,Lynwood,Lynwood,6,2,0,33,63,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90262.0,6.0,37.0,540000.0,6037540000.0,6973.0,1560.0,1853356.0,1667277.0,69745.0,15266.0,12703572.0,12517493.0,6973.0,1560.0,1853565.0,1667486.0,10.0,10.22,14.59,13.32,100.0,100.0,99.99,99.99
